ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,SalesOrderNumber,SalesAmount
385,1/4/2019,1/16/2019,1/11/2019,13992,SO46732,"$1,000.44 "
379,1/5/2019,1/17/2019,1/12/2019,12980,SO46740,"$2,181.56 "
370,1/5/2019,1/17/2019,1/12/2019,28766,SO46741,"$2,443.35 "
370,1/5/2019,1/17/2019,1/12/2019,21199,SO46744,"$2,443.35 "
373,1/5/2019,1/17/2019,1/12/2019,15699,SO46739,"$2,181.56 "
373,1/5/2019,1/17/2019,1/12/2019,21183,SO46743,"$2,181.56 "
358,1/5/2019,1/17/2019,1/12/2019,20206,SO46742,"$2,049.10 "
360,1/6/2019,1/18/2019,1/13/2019,26127,SO46747,"$2,049.10 "
360,1/6/2019,1/18/2019,1/13/2019,26252,SO46748,"$2,049.10 "
354,1/6/2019,1/18/2019,1/13/2019,12350,SO46749,"$2,071.42 "
369,1/6/2019,1/18/2019,1/13/2019,13056,SO46745,"$2,443.35 "
368,1/6/2019,1/18/2019,1/13/2019,13057,SO46746,"$2,443.35 "
343,1/7/2019,1/19/2019,1/14/2019,26023,SO46755,$782.99 
383,1/7/2019,1/19/2019,1/14/2019,13993,SO46756,"$1,000.44 "
377,1/7/2019,1/19/2019,1/14/2019,16054,SO46750,"$2,181.56 "
379,1/7/2019,1/19/2019,1/14/2019,21215,SO46753,"$2,181.56 "
377,1/7/2019,1/19/2019,1/14/2019,12934,SO46751,"$2,181.56 "
343,1/7/2019,1/19/2019,1/14/2019,19931,SO46752,$782.99 
321,1/7/2019,1/19/2019,1/14/2019,25958,SO46754,$782.99 
375,1/8/2019,1/20/2019,1/15/2019,13202,SO46763,"$2,181.56 "
368,1/8/2019,1/20/2019,1/15/2019,13063,SO46762,"$2,443.35 "
369,1/8/2019,1/20/2019,1/15/2019,21216,SO46766,"$2,443.35 "
373,1/8/2019,1/20/2019,1/15/2019,16033,SO46759,"$2,181.56 "
325,1/8/2019,1/20/2019,1/15/2019,19924,SO46761,$782.99 
333,1/8/2019,1/20/2019,1/15/2019,15191,SO46765,$782.99 
339,1/8/2019,1/20/2019,1/15/2019,26020,SO46768,$782.99 
362,1/8/2019,1/20/2019,1/15/2019,12573,SO46767,"$2,049.10 "
360,1/8/2019,1/20/2019,1/15/2019,26238,SO46764,"$2,049.10 "
354,1/8/2019,1/20/2019,1/15/2019,26174,SO46757,"$2,071.42 "
387,1/8/2019,1/20/2019,1/15/2019,18130,SO46758,"$1,000.44 "
387,1/8/2019,1/20/2019,1/15/2019,13986,SO46760,"$1,000.44 "
377,1/9/2019,1/21/2019,1/16/2019,13068,SO46771,"$2,181.56 "
370,1/9/2019,1/21/2019,1/16/2019,15357,SO46770,"$2,443.35 "
360,1/9/2019,1/21/2019,1/16/2019,12356,SO46776,"$2,049.10 "
352,1/9/2019,1/21/2019,1/16/2019,26249,SO46775,"$2,071.42 "
375,1/9/2019,1/21/2019,1/16/2019,13225,SO46774,"$2,181.56 "
371,1/9/2019,1/21/2019,1/16/2019,13173,SO46773,"$2,181.56 "
375,1/9/2019,1/21/2019,1/16/2019,13161,SO46772,"$2,181.56 "
377,1/9/2019,1/21/2019,1/16/2019,15702,SO46769,"$2,181.56 "
358,1/10/2019,1/22/2019,1/17/2019,12342,SO46788,"$2,049.10 "
354,1/10/2019,1/22/2019,1/17/2019,26201,SO46786,"$2,071.42 "
352,1/10/2019,1/22/2019,1/17/2019,11610,SO46778,"$2,071.42 "
356,1/10/2019,1/22/2019,1/17/2019,11568,SO46777,"$2,071.42 "
379,1/10/2019,1/22/2019,1/17/2019,12942,SO46780,"$2,181.56 "
373,1/10/2019,1/22/2019,1/17/2019,13190,SO46785,"$2,181.56 "
375,1/10/2019,1/22/2019,1/17/2019,13178,SO46784,"$2,181.56 "
379,1/10/2019,1/22/2019,1/17/2019,12949,SO46781,"$2,181.56 "
371,1/10/2019,1/22/2019,1/17/2019,12975,SO46782,"$2,181.56 "
377,1/10/2019,1/22/2019,1/17/2019,15929,SO46779,"$2,181.56 "
337,1/10/2019,1/22/2019,1/17/2019,19069,SO46783,$782.99 
333,1/10/2019,1/22/2019,1/17/2019,15195,SO46787,$782.99 
379,1/11/2019,1/23/2019,1/18/2019,12930,SO46790,"$2,181.56 "
368,1/11/2019,1/23/2019,1/18/2019,21201,SO46798,"$2,443.35 "
369,1/11/2019,1/23/2019,1/18/2019,13016,SO46791,"$2,443.35 "
373,1/11/2019,1/23/2019,1/18/2019,13083,SO46792,"$2,181.56 "
373,1/11/2019,1/23/2019,1/18/2019,24977,SO46794,"$2,181.56 "
375,1/11/2019,1/23/2019,1/18/2019,13214,SO46793,"$2,181.56 "
371,1/11/2019,1/23/2019,1/18/2019,21197,SO46797,"$2,181.56 "
362,1/11/2019,1/23/2019,1/18/2019,26234,SO46795,"$2,049.10 "
360,1/11/2019,1/23/2019,1/18/2019,26247,SO46796,"$2,049.10 "
358,1/11/2019,1/23/2019,1/18/2019,28506,SO46789,"$2,049.10 "
370,1/12/2019,1/24/2019,1/19/2019,13019,SO46800,"$2,443.35 "
371,1/12/2019,1/24/2019,1/19/2019,13662,SO46799,"$2,181.56 "
337,1/12/2019,1/24/2019,1/19/2019,15188,SO46802,$782.99 
368,1/12/2019,1/24/2019,1/19/2019,25094,SO46801,"$2,443.35 "
373,1/13/2019,1/25/2019,1/20/2019,13055,SO46805,"$2,181.56 "
379,1/13/2019,1/25/2019,1/20/2019,13595,SO46803,"$2,181.56 "
323,1/13/2019,1/25/2019,1/20/2019,19052,SO46804,$782.99 
360,1/13/2019,1/25/2019,1/20/2019,12347,SO46808,"$2,049.10 "
354,1/13/2019,1/25/2019,1/20/2019,12339,SO46807,"$2,071.42 "
370,1/13/2019,1/25/2019,1/20/2019,21195,SO46806,"$2,443.35 "
356,1/14/2019,1/26/2019,1/21/2019,26121,SO46817,"$2,071.42 "
370,1/14/2019,1/26/2019,1/21/2019,15622,SO46810,"$2,443.35 "
370,1/14/2019,1/26/2019,1/21/2019,13230,SO46816,"$2,443.35 "
368,1/14/2019,1/26/2019,1/21/2019,21001,SO46819,"$2,443.35 "
369,1/14/2019,1/26/2019,1/21/2019,12941,SO46811,"$2,443.35 "
369,1/14/2019,1/26/2019,1/21/2019,21211,SO46818,"$2,443.35 "
375,1/14/2019,1/26/2019,1/21/2019,25093,SO46815,"$2,181.56 "
379,1/14/2019,1/26/2019,1/21/2019,13152,SO46813,"$2,181.56 "
371,1/14/2019,1/26/2019,1/21/2019,13766,SO46809,"$2,181.56 "
371,1/14/2019,1/26/2019,1/21/2019,13069,SO46812,"$2,181.56 "
371,1/14/2019,1/26/2019,1/21/2019,13165,SO46814,"$2,181.56 "
360,1/15/2019,1/27/2019,1/22/2019,12575,SO46826,"$2,049.10 "
377,1/15/2019,1/27/2019,1/22/2019,24824,SO46821,"$2,181.56 "
325,1/15/2019,1/27/2019,1/22/2019,15155,SO46822,$782.99 
323,1/15/2019,1/27/2019,1/22/2019,15193,SO46823,$782.99 
354,1/15/2019,1/27/2019,1/22/2019,12574,SO46825,"$2,071.42 "
352,1/15/2019,1/27/2019,1/22/2019,28510,SO46820,"$2,071.42 "
385,1/15/2019,1/27/2019,1/22/2019,24608,SO46824,"$1,000.44 "
379,1/16/2019,1/28/2019,1/23/2019,12923,SO46834,"$2,181.56 "
337,1/16/2019,1/28/2019,1/23/2019,19910,SO46830,$782.99 
354,1/16/2019,1/28/2019,1/23/2019,12360,SO46833,"$2,071.42 "
352,1/16/2019,1/28/2019,1/23/2019,20188,SO46832,"$2,071.42 "
369,1/16/2019,1/28/2019,1/23/2019,13066,SO46831,"$2,443.35 "
385,1/16/2019,1/28/2019,1/23/2019,13990,SO46828,"$1,000.44 "
373,1/16/2019,1/28/2019,1/23/2019,13799,SO46827,"$2,181.56 "
369,1/16/2019,1/28/2019,1/23/2019,24786,SO46829,"$2,443.35 "
358,1/17/2019,1/29/2019,1/24/2019,12343,SO46844,"$2,049.10 "
381,1/17/2019,1/29/2019,1/24/2019,14003,SO46837,"$1,000.44 "
377,1/17/2019,1/29/2019,1/24/2019,13769,SO46836,"$2,181.56 "
369,1/17/2019,1/29/2019,1/24/2019,13058,SO46840,"$2,443.35 "
375,1/17/2019,1/29/2019,1/24/2019,12922,SO46838,"$2,181.56 "
375,1/17/2019,1/29/2019,1/24/2019,24817,SO46839,"$2,181.56 "
375,1/17/2019,1/29/2019,1/24/2019,21168,SO46843,"$2,181.56 "
371,1/17/2019,1/29/2019,1/24/2019,13768,SO46835,"$2,181.56 "
371,1/17/2019,1/29/2019,1/24/2019,13174,SO46841,"$2,181.56 "
321,1/17/2019,1/29/2019,1/24/2019,15166,SO46842,$782.99 
371,1/18/2019,1/30/2019,1/25/2019,13793,SO46847,"$2,181.56 "
370,1/18/2019,1/30/2019,1/25/2019,13221,SO46850,"$2,443.35 "
368,1/18/2019,1/30/2019,1/25/2019,21192,SO46853,"$2,443.35 "
373,1/18/2019,1/30/2019,1/25/2019,13575,SO46846,"$2,181.56 "
375,1/18/2019,1/30/2019,1/25/2019,20997,SO46854,"$2,181.56 "
370,1/18/2019,1/30/2019,1/25/2019,24960,SO46849,"$2,443.35 "
371,1/18/2019,1/30/2019,1/25/2019,16201,SO46848,"$2,181.56 "
333,1/18/2019,1/30/2019,1/25/2019,15194,SO46852,$782.99 
360,1/18/2019,1/30/2019,1/25/2019,20209,SO46851,"$2,049.10 "
358,1/18/2019,1/30/2019,1/25/2019,11603,SO46845,"$2,049.10 "
370,1/19/2019,1/31/2019,1/26/2019,12935,SO46856,"$2,443.35 "
370,1/19/2019,1/31/2019,1/26/2019,13067,SO46858,"$2,443.35 "
370,1/19/2019,1/31/2019,1/26/2019,13205,SO46859,"$2,443.35 "
379,1/19/2019,1/31/2019,1/26/2019,15117,SO46855,"$2,181.56 "
371,1/19/2019,1/31/2019,1/26/2019,13064,SO46857,"$2,181.56 "
371,1/19/2019,1/31/2019,1/26/2019,21180,SO46860,"$2,181.56 "
377,1/19/2019,1/31/2019,1/26/2019,21214,SO46861,"$2,181.56 "
369,1/20/2019,2/1/2019,1/27/2019,13189,SO46868,"$2,443.35 "
373,1/20/2019,2/1/2019,1/27/2019,16045,SO46864,"$2,181.56 "
375,1/20/2019,2/1/2019,1/27/2019,15456,SO46865,"$2,181.56 "
377,1/20/2019,2/1/2019,1/27/2019,13029,SO46867,"$2,181.56 "
369,1/20/2019,2/1/2019,1/27/2019,12981,SO46866,"$2,443.35 "
362,1/20/2019,2/1/2019,1/27/2019,11550,SO46862,"$2,049.10 "
362,1/20/2019,2/1/2019,1/27/2019,11575,SO46863,"$2,049.10 "
385,1/21/2019,2/2/2019,1/28/2019,19186,SO46872,"$1,000.44 "
370,1/21/2019,2/2/2019,1/28/2019,13800,SO46871,"$2,443.35 "
368,1/21/2019,2/2/2019,1/28/2019,13605,SO46870,"$2,443.35 "
379,1/21/2019,2/2/2019,1/28/2019,13577,SO46869,"$2,181.56 "
377,1/21/2019,2/2/2019,1/28/2019,21167,SO46873,"$2,181.56 "
381,1/21/2019,2/2/2019,1/28/2019,24606,SO46874,"$1,000.44 "
335,1/22/2019,2/3/2019,1/29/2019,15167,SO46880,$782.99 
369,1/22/2019,2/3/2019,1/29/2019,25061,SO46878,"$2,443.35 "
375,1/22/2019,2/3/2019,1/29/2019,15084,SO46876,"$2,181.56 "
379,1/22/2019,2/3/2019,1/29/2019,13224,SO46879,"$2,181.56 "
370,1/22/2019,2/3/2019,1/29/2019,12926,SO46877,"$2,443.35 "
343,1/22/2019,2/3/2019,1/29/2019,25960,SO46882,$782.99 
362,1/22/2019,2/3/2019,1/29/2019,11470,SO46875,"$2,049.10 "
354,1/22/2019,2/3/2019,1/29/2019,12572,SO46881,"$2,071.42 "
352,1/22/2019,2/3/2019,1/29/2019,26241,SO46883,"$2,071.42 "
377,1/23/2019,2/4/2019,1/30/2019,28669,SO46886,"$2,181.56 "
368,1/23/2019,2/4/2019,1/30/2019,13565,SO46884,"$2,443.35 "
373,1/23/2019,2/4/2019,1/30/2019,15933,SO46885,"$2,181.56 "
325,1/23/2019,2/4/2019,1/30/2019,26021,SO46888,$782.99 
362,1/23/2019,2/4/2019,1/30/2019,12340,SO46887,"$2,049.10 "
333,1/24/2019,2/5/2019,1/31/2019,15189,SO46896,$782.99 
368,1/24/2019,2/5/2019,1/31/2019,21179,SO46897,"$2,443.35 "
369,1/24/2019,2/5/2019,1/31/2019,28659,SO46893,"$2,443.35 "
369,1/24/2019,2/5/2019,1/31/2019,21205,SO46898,"$2,443.35 "
325,1/24/2019,2/5/2019,1/31/2019,20592,SO46891,$782.99 
368,1/24/2019,2/5/2019,1/31/2019,12921,SO46890,"$2,443.35 "
354,1/24/2019,2/5/2019,1/31/2019,26183,SO46895,"$2,071.42 "
370,1/24/2019,2/5/2019,1/31/2019,13086,SO46892,"$2,443.35 "
356,1/24/2019,2/5/2019,1/31/2019,26120,SO46894,"$2,071.42 "
383,1/24/2019,2/5/2019,1/31/2019,19173,SO46889,"$1,000.44 "
375,1/25/2019,2/6/2019,2/1/2019,21194,SO46900,"$2,181.56 "
375,1/25/2019,2/6/2019,2/1/2019,21203,SO46901,"$2,181.56 "
375,1/25/2019,2/6/2019,2/1/2019,21000,SO46902,"$2,181.56 "
354,1/25/2019,2/6/2019,2/1/2019,12353,SO46903,"$2,071.42 "
381,1/25/2019,2/6/2019,2/1/2019,13999,SO46899,"$1,000.44 "
370,1/26/2019,2/7/2019,2/2/2019,21189,SO46908,"$2,443.35 "
368,1/26/2019,2/7/2019,2/2/2019,12950,SO46906,"$2,443.35 "
368,1/26/2019,2/7/2019,2/2/2019,13087,SO46907,"$2,443.35 "
375,1/26/2019,2/7/2019,2/2/2019,16053,SO46905,"$2,181.56 "
379,1/26/2019,2/7/2019,2/2/2019,20998,SO46909,"$2,181.56 "
387,1/26/2019,2/7/2019,2/2/2019,17080,SO46904,"$1,000.44 "
362,1/27/2019,2/8/2019,2/3/2019,26276,SO46915,"$2,049.10 "
375,1/27/2019,2/8/2019,2/3/2019,13212,SO46913,"$2,181.56 "
371,1/27/2019,2/8/2019,2/3/2019,21202,SO46917,"$2,181.56 "
377,1/27/2019,2/8/2019,2/3/2019,24832,SO46911,"$2,181.56 "
377,1/27/2019,2/8/2019,2/3/2019,13177,SO46912,"$2,181.56 "
331,1/27/2019,2/8/2019,2/3/2019,20710,SO46910,$782.99 
329,1/27/2019,2/8/2019,2/3/2019,15196,SO46916,$782.99 
343,1/27/2019,2/8/2019,2/3/2019,26022,SO46918,$782.99 
362,1/27/2019,2/8/2019,2/3/2019,11481,SO46919,"$2,049.10 "
356,1/27/2019,2/8/2019,2/3/2019,26245,SO46914,"$2,071.42 "
368,1/28/2019,2/9/2019,2/4/2019,13088,SO46922,"$2,443.35 "
373,1/28/2019,2/9/2019,2/4/2019,21165,SO46925,"$2,181.56 "
375,1/28/2019,2/9/2019,2/4/2019,13203,SO46924,"$2,181.56 "
371,1/28/2019,2/9/2019,2/4/2019,15454,SO46921,"$2,181.56 "
369,1/28/2019,2/9/2019,2/4/2019,13176,SO46923,"$2,443.35 "
377,1/28/2019,2/9/2019,2/4/2019,21169,SO46926,"$2,181.56 "
362,1/28/2019,2/9/2019,2/4/2019,11609,SO46920,"$2,049.10 "
362,1/28/2019,2/9/2019,2/4/2019,12348,SO46927,"$2,049.10 "
356,1/28/2019,2/9/2019,2/4/2019,12358,SO46928,"$2,071.42 "
362,1/29/2019,2/10/2019,2/5/2019,26293,SO47074,"$2,049.10 "
370,1/29/2019,2/10/2019,2/5/2019,13246,SO47068,"$2,443.35 "
369,1/29/2019,2/10/2019,2/5/2019,15667,SO47071,"$2,443.35 "
369,1/29/2019,2/10/2019,2/5/2019,25287,SO47073,"$2,443.35 "
341,1/29/2019,2/10/2019,2/5/2019,20062,SO47072,$782.99 
362,1/29/2019,2/10/2019,2/5/2019,12588,SO47076,"$2,049.10 "
360,1/29/2019,2/10/2019,2/5/2019,12685,SO47075,"$2,049.10 "
383,1/29/2019,2/10/2019,2/5/2019,14017,SO47069,"$1,000.44 "
387,1/29/2019,2/10/2019,2/5/2019,14025,SO47070,"$1,000.44 "
370,1/30/2019,2/11/2019,2/6/2019,21561,SO47084,"$2,443.35 "
369,1/30/2019,2/11/2019,2/6/2019,16329,SO47077,"$2,443.35 "
375,1/30/2019,2/11/2019,2/6/2019,13248,SO47078,"$2,181.56 "
375,1/30/2019,2/11/2019,2/6/2019,13359,SO47079,"$2,181.56 "
341,1/30/2019,2/11/2019,2/6/2019,15203,SO47081,$782.99 
323,1/30/2019,2/11/2019,2/6/2019,15254,SO47082,$782.99 
329,1/30/2019,2/11/2019,2/6/2019,15288,SO47083,$782.99 
360,1/30/2019,2/11/2019,2/6/2019,26302,SO47080,"$2,049.10 "
373,1/31/2019,2/12/2019,2/7/2019,13378,SO47086,"$2,181.56 "
369,1/31/2019,2/12/2019,2/7/2019,13274,SO47088,"$2,443.35 "
379,1/31/2019,2/12/2019,2/7/2019,16311,SO47085,"$2,181.56 "
377,1/31/2019,2/12/2019,2/7/2019,13383,SO47087,"$2,181.56 "
377,1/31/2019,2/12/2019,2/7/2019,21394,SO47090,"$2,181.56 "
341,1/31/2019,2/12/2019,2/7/2019,15284,SO47089,$782.99 
370,2/1/2019,2/13/2019,2/8/2019,25095,SO47095,"$2,443.35 "
369,2/1/2019,2/13/2019,2/8/2019,13380,SO47093,"$2,443.35 "
377,2/1/2019,2/13/2019,2/8/2019,15664,SO47094,"$2,181.56 "
325,2/1/2019,2/13/2019,2/8/2019,26134,SO47099,$782.99 
360,2/1/2019,2/13/2019,2/8/2019,12667,SO47098,"$2,049.10 "
354,2/1/2019,2/13/2019,2/8/2019,28532,SO47091,"$2,071.42 "
354,2/1/2019,2/13/2019,2/8/2019,26283,SO47096,"$2,071.42 "
370,2/1/2019,2/13/2019,2/8/2019,21257,SO47097,"$2,443.35 "
369,2/1/2019,2/13/2019,2/8/2019,28802,SO47092,"$2,443.35 "
368,2/2/2019,2/14/2019,2/9/2019,13369,SO47103,"$2,443.35 "
369,2/2/2019,2/14/2019,2/9/2019,25361,SO47106,"$2,443.35 "
360,2/2/2019,2/14/2019,2/9/2019,11612,SO47100,"$2,049.10 "
379,2/2/2019,2/14/2019,2/9/2019,13279,SO47104,"$2,181.56 "
371,2/2/2019,2/14/2019,2/9/2019,16260,SO47101,"$2,181.56 "
370,2/2/2019,2/14/2019,2/9/2019,13424,SO47102,"$2,443.35 "
371,2/2/2019,2/14/2019,2/9/2019,13319,SO47105,"$2,181.56 "
387,2/3/2019,2/15/2019,2/10/2019,24611,SO47116,"$1,000.44 "
370,2/3/2019,2/15/2019,2/10/2019,28850,SO47110,"$2,443.35 "
370,2/3/2019,2/15/2019,2/10/2019,21393,SO47115,"$2,443.35 "
369,2/3/2019,2/15/2019,2/10/2019,13839,SO47108,"$2,443.35 "
369,2/3/2019,2/15/2019,2/10/2019,25100,SO47111,"$2,443.35 "
373,2/3/2019,2/15/2019,2/10/2019,21387,SO47114,"$2,181.56 "
375,2/3/2019,2/15/2019,2/10/2019,28819,SO47109,"$2,181.56 "
343,2/3/2019,2/15/2019,2/10/2019,15255,SO47113,$782.99 
362,2/3/2019,2/15/2019,2/10/2019,28541,SO47118,"$2,049.10 "
354,2/3/2019,2/15/2019,2/10/2019,12586,SO47117,"$2,071.42 "
352,2/3/2019,2/15/2019,2/10/2019,11616,SO47107,"$2,071.42 "
356,2/3/2019,2/15/2019,2/10/2019,20318,SO47112,"$2,071.42 "
371,2/4/2019,2/16/2019,2/11/2019,25408,SO47123,"$2,181.56 "
375,2/4/2019,2/16/2019,2/11/2019,28832,SO47121,"$2,181.56 "
368,2/4/2019,2/16/2019,2/11/2019,16275,SO47119,"$2,443.35 "
375,2/4/2019,2/16/2019,2/11/2019,13325,SO47125,"$2,181.56 "
371,2/4/2019,2/16/2019,2/11/2019,13362,SO47122,"$2,181.56 "
368,2/4/2019,2/16/2019,2/11/2019,21556,SO47128,"$2,443.35 "
371,2/4/2019,2/16/2019,2/11/2019,13384,SO47124,"$2,181.56 "
371,2/4/2019,2/16/2019,2/11/2019,13326,SO47126,"$2,181.56 "
371,2/4/2019,2/16/2019,2/11/2019,21258,SO47127,"$2,181.56 "
352,2/4/2019,2/16/2019,2/11/2019,12677,SO47129,"$2,071.42 "
381,2/4/2019,2/16/2019,2/11/2019,14006,SO47120,"$1,000.44 "
379,2/5/2019,2/17/2019,2/12/2019,13357,SO47133,"$2,181.56 "
375,2/5/2019,2/17/2019,2/12/2019,16406,SO47130,"$2,181.56 "
375,2/5/2019,2/17/2019,2/12/2019,13283,SO47132,"$2,181.56 "
379,2/5/2019,2/17/2019,2/12/2019,21389,SO47136,"$2,181.56 "
371,2/5/2019,2/17/2019,2/12/2019,13243,SO47131,"$2,181.56 "
371,2/5/2019,2/17/2019,2/12/2019,13348,SO47137,"$2,181.56 "
343,2/5/2019,2/17/2019,2/12/2019,27027,SO47135,$782.99 
354,2/5/2019,2/17/2019,2/12/2019,26296,SO47134,"$2,071.42 "
369,2/6/2019,2/18/2019,2/13/2019,21230,SO47142,"$2,443.35 "
375,2/6/2019,2/18/2019,2/13/2019,13238,SO47139,"$2,181.56 "
379,2/6/2019,2/18/2019,2/13/2019,16308,SO47138,"$2,181.56 "
371,2/6/2019,2/18/2019,2/13/2019,21225,SO47141,"$2,181.56 "
343,2/6/2019,2/18/2019,2/13/2019,26033,SO47144,$782.99 
339,2/6/2019,2/18/2019,2/13/2019,26131,SO47145,$782.99 
362,2/6/2019,2/18/2019,2/13/2019,12684,SO47143,"$2,049.10 "
356,2/6/2019,2/18/2019,2/13/2019,26290,SO47140,"$2,071.42 "
377,2/7/2019,2/19/2019,2/14/2019,21259,SO47148,"$2,181.56 "
375,2/7/2019,2/19/2019,2/14/2019,13324,SO47147,"$2,181.56 "
360,2/7/2019,2/19/2019,2/14/2019,12669,SO47149,"$2,049.10 "
389,2/7/2019,2/19/2019,2/14/2019,18133,SO47146,"$1,000.44 "
370,2/8/2019,2/20/2019,2/15/2019,25363,SO47151,"$2,443.35 "
321,2/8/2019,2/20/2019,2/15/2019,26024,SO47153,$782.99 
335,2/8/2019,2/20/2019,2/15/2019,26133,SO47154,$782.99 
360,2/8/2019,2/20/2019,2/15/2019,28547,SO47152,"$2,049.10 "
370,2/8/2019,2/20/2019,2/15/2019,15625,SO47150,"$2,443.35 "
375,2/9/2019,2/21/2019,2/16/2019,21408,SO47161,"$2,181.56 "
371,2/9/2019,2/21/2019,2/16/2019,21418,SO47162,"$2,181.56 "
362,2/9/2019,2/21/2019,2/16/2019,26300,SO47159,"$2,049.10 "
362,2/9/2019,2/21/2019,2/16/2019,12671,SO47163,"$2,049.10 "
360,2/9/2019,2/21/2019,2/16/2019,26280,SO47158,"$2,049.10 "
370,2/9/2019,2/21/2019,2/16/2019,13801,SO47155,"$2,443.35 "
369,2/9/2019,2/21/2019,2/16/2019,25864,SO47157,"$2,443.35 "
369,2/9/2019,2/21/2019,2/16/2019,21403,SO47160,"$2,443.35 "
373,2/9/2019,2/21/2019,2/16/2019,28837,SO47156,"$2,181.56 "
377,2/10/2019,2/22/2019,2/17/2019,21228,SO47170,"$2,181.56 "
368,2/10/2019,2/22/2019,2/17/2019,15656,SO47166,"$2,443.35 "
368,2/10/2019,2/22/2019,2/17/2019,13812,SO47175,"$2,443.35 "
373,2/10/2019,2/22/2019,2/17/2019,21552,SO47171,"$2,181.56 "
375,2/10/2019,2/22/2019,2/17/2019,13419,SO47167,"$2,181.56 "
377,2/10/2019,2/22/2019,2/17/2019,13286,SO47168,"$2,181.56 "
370,2/10/2019,2/22/2019,2/17/2019,15649,SO47165,"$2,443.35 "
360,2/10/2019,2/22/2019,2/17/2019,12123,SO47164,"$2,049.10 "
354,2/10/2019,2/22/2019,2/17/2019,12584,SO47174,"$2,071.42 "
352,2/10/2019,2/22/2019,2/17/2019,26281,SO47169,"$2,071.42 "
352,2/10/2019,2/22/2019,2/17/2019,12668,SO47172,"$2,071.42 "
356,2/10/2019,2/22/2019,2/17/2019,12675,SO47173,"$2,071.42 "
370,2/11/2019,2/23/2019,2/18/2019,13287,SO47180,"$2,443.35 "
368,2/11/2019,2/23/2019,2/18/2019,13329,SO47181,"$2,443.35 "
379,2/11/2019,2/23/2019,2/18/2019,21380,SO47184,"$2,181.56 "
377,2/11/2019,2/23/2019,2/18/2019,28848,SO47179,"$2,181.56 "
335,2/11/2019,2/23/2019,2/18/2019,15200,SO47183,$782.99 
